#Sentença,Texto da Sentença,Polaridade,Subjetividade
592,Total brasileiros enganados ess governo cherê produzem trabalham agricultores alimentam,0.0,0.75
593,dias agricultor planta amoa,0.0,0.0
594,janta,0.0,0.0
595,senhor presidente voto,0.0,0.0
596,Total,0.0,0.75
597,chamar estado sequência peço posicione primeiro parlamentar,0.0,0.0
598,Presidente Presidente caráter valor,0.0,0.0
599,homem faz ouro prata faz posição estado mapá voto,0.0,0.0
600,partido progressista voto,0.0,0.0
601,Total votos cab,0.0,0.75
602,Senor,0.0,0.0
603,Presidente querido estado família,0.0,0.0
604,amigos eleitores votaram forma espontânea povo maravilhoso estado paz harmonia voto subor voto,0.0,0.0
605,Total defesa voto popular regras democráticas voto impit existe crime deputada voto,0.3,0.825
606,Total votos arújo,0.0,0.75
607,democracia votos válidos voto,0.0,0.0
608,senhores deputada,0.0,0.0
609,Jose arjo voto votos reeg senhor presidente,0.0,0.0
610,Senhores paramentares,0.0,0.0
611,momento histórico passado limpo,0.0,0.0
612,considerando situação origem quero dizer retiveram reais devidos,0.0,0.0
613,fisco queremos consertar precisamos ir final propond CPI concluo voto favor passar limpo voto impit voto,0.0,1.0
614,Total professora,0.0,0.75
615,marivânia acho vi hipocrisia junta quadrado dizer votara corrupção colocando hipocrisia enar democra golpe estado institucional feito casa voto consciência deputada professora 4:15:44 programa desenvolvimento voto senhor presidente Deputado Total votos novas eleições trocar meia resolve abstenho abstenção,0.0,0.75
616,Total passamos estado primeiro parlamentar,0.0,0.75
617,senhor presidente trabalhadores brasileiros povo filhos constituição brasileira contrail voto,0.0,0.0
618,Pará voto,0.0,0.0
619,Total votos,0.0,0.75
620,Faro senhor presidente defesa democracia defesa,0.0,0.0
621,Constituição povo pobre teve governo presidenta investimentos voto senhor presidente Deputado Faro,0.0,0.0
622,Total votos senhor presidente sabem lealdade posição contrária impeach entanto respeito posição,0.0,0.75
623,partido,0.0,0.0
624,Beto salame,0.0,0.0
625,Pará abstenção,0.0,0.0
626,Total,0.0,0.75
627,delegado delado delegado senhor presidente nome filho anos esposa formamos família bandidos querem destruir proposta criança troque sexo sexo escolas anos,0.0,0.0
628,idade nome povo,0.0,0.0
629,Estado voto delegado voto pessol presidente rotundo moral partido pessoal faz oposição oposição esquerda programática socialista governo con golpe democracia dool,0.0,0.25
630,Total votos barbal respeito voto deputada par votos chapadinha chapadinha voto,0.0,0.75
631,Total lente,0.0,0.75
632,Democratas proteção respeito família,0.0,0.0
633,respeito amigos respeito amada,0.0,0.0
634,estado leite voto passarinho pedindo,0.0,0.0
635,bênçãos estado família,0.0,0.0
636,honra filhas corrupção par voto,0.0,0.0
637,Total,0.0,0.75
638,senhor presidente sentimento majoritário brasileiro acompanha sessão histórica realiza sentimento,0.0,0.0
639,4:20:36 acompanhar opinião estado par voto simb voto,0.0,0.0
640,Total votos senhor presidente família família quadrangular evangélica voto fiz nao continue abençoando povo brasileiro voto,0.0,0.75
641,Total,0.0,0.75
642,senhor presidente respeito família povo brasileiro querido consideração respeito nação evangélica voto voto,0.0,0.0
643,Total senhor presidente penso acusações feita eivadas falhas vício penso processo impit,0.0,0.75
644,processo equivocado voto deputado,0.0,0.0
645,Total votos,0.0,0.75
646,senhor presidente respeito mulher,0.0,0.0
647,filhos netos povo,0.0,0.0
648,querido,0.0,0.0
649,Estado futuro melhor voto voto,0.0,0.0
650,Total defesa considerar presidente cometeu crime diferente denunciados cometer envergonham casa história povo digo deputada vladimira solidariedade,0.0,0.75
651,Presidente colega citar nome,0.0,0.0
652,câmara falou caos presidente mudar comprei passagem volta sai caçar nome 4:23:38 mãe su eeste,0.0,0.0
653,Amado querida,0.0,0.0
654,nordeste,0.0,0.0
655,Pará área metropolitana encaminhamos nome mãezinha filhos amigos solidariedade povo querido vota votamos vota coloca mão cima coloca mão solidariedade voto,0.0,0.0
656,Total povo brasileiro povo coração aguentar hipocrisia democracia desenvolvimento fascistas golpistas oportunista picareta golpe moderno querem fazer atingir presidenta vota favor bando covardes total votos chamar estado emida primeiro parlamentar,0.0,0.75
657,Deputado membro mesa pode proferir voto mesa desejar futuro encontro futuro constrói dolor schider senhor presidente pares voto relator jovair voto reconstrução voto voto,0.0,0.0
658,Total votos,0.0,0.75
659,Alfredo caffer psl democracia futuro malhor futuro melhor honra povo pessoas querem tirar oligarquia instalada poder voto simel impeach voto,0.0,0.0
660,Total aliel,0.0,0.75
661,Machado rede acredito única forma termos legitimidade partir crise nova elei presidencial,0.0,0.0
662,defendo poss ait nemma acusado ladrão voto,0.0,0.0
663,Deputado Total votos doto constituição cumpri-la casa cidadania pobres país voto,0.0,0.75
664,Total votos,0.0,0.75
665,arede cabe tarea unirmos país leis pedaladas condenam devem condenar governadores estado,0.0,0.0
666,Richa hora chegando voto iared voto,0.0,0.0
667,Total votos phs senhor presidente eleito paranaenses acreditam resgate moralidade política eleito projeto fé política estado família,0.0,0.75
668,filha esposa povo orgulho dizer jato voto,0.0,0.0
669,Total votos espera fico família querida estado agricultores,0.0,0.75
670,fazendo país possa andar voto espera fico voto,0.0,0.0
671,Total votos senhor presidente respeito habitantes país lutaram morreram democracia momento querem transformar casa colégio eleitoral aplicando Constituição respeito trabalhadores voto deputado verre Total,0.0,0.75
672,romá estado maltratado governo querida C,0.0,0.0
673,Azul região oeste,0.0,0.0
674,Estado voto totos solidariedade,0.0,0.0
675,Presidente delegado polícia federal voto vai fim facção criminosa lulo petista fim pelgag,0.0,0.0
676,Cut marginais viva lava-jato república bandeira vermelha,0.0,0.0
677,Presidente francisquinho voto,0.0,0.0
678,Total votos jacobo,0.0,0.75
679,senhor presidente voto,0.0,0.0
680,Aplausos parano senhor presidente sinto,0.0,0.0
681,cheiro mesmas aves rapina,0.0,0.0
682,levaram suicídio força voto oeste,0.0,0.0
683,eleitores eleitores povo voto anel voto,0.0,0.0
684,Total votos,0.0,0.75
685,senhor presidente processo jurídico político pesou vontade paranaenses partido admissibilidade processo continua Senado julgado par voto Total,0.0,0.75
686,dia reencontrar esperança povo brasileiros,0.0,0.0
687,queremos voto,0.0,0.0
688,Aplausos votos povo pede voto continuemos ouvir voz ruas voto voto,0.0,0.0
689,Total votos dosb,0.0,0.75
690,Curitibanos país justo decente desistir emach viva voto,0.0,0.0
691,Total votos nome povo brasileiro amor país paranaenses bipor base eleitoral sabendo governo tem maioria,-0.4,0.875
692,Parlamento Parlamento 4:33:52 mundo tem maioria tem ter tem governar troca-se governo tem maioria crimes responsabilidade cometido presidente vota,0.0,0.0
693,Pátria voto voto votos nimor deputado municipalista agronegócio nome desenvolvimento voto voto,0.0,0.0
694,Total votos senhor presidente senhoras,0.0,0.75
695,senhores,0.0,0.0
696,deputados brasileiro defendo eleições,0.0,0.0
697,Gerais renovação política eleições,0.0,0.0
698,Gerais preferência população mande volta casa exceção velhas,0.0,0.0
699,raposas políticas voto,0.0,0.0
700,Total votos meure senhor presidente família querido município,0.0,0.75
701,querido eleitores estado voto voto,0.0,0.0
702,Total votos,0.0,0.75
703,senhor presidente estado voto nson voto,0.0,0.0
704,Total votos,0.0,0.75
705,Osmar serraglio senhor presidente país sonhamos queremos país mensalão petrolão queremos querido querida umarama voto simmar Serral voto,0.0,0.0
706,Total votos,0.0,0.75
707,senhor presidente nome deputados valdiro povo foi ruas verde amarelo livre 4:37:04 voto,0.0,0.0
708,T voto total votos senhor presidente,0.0,0.75
709,partido progressista fechou questão relação impeach progressistas família borgu paranaenses representam maring voto voto total votos senhor presidente primeiro homenagem bancada totalidade votando impit puderam votar suplência deputado jug Presidente deixar homenagem disse votando nome acolheu recebeu repito acolheu continuo grato senhor presidente temos compromisso maior fazer operação lava jato juiz possa contribuir voto voto votos fam constitui brasileira representando cidade região estado voto,0.0,0.75
710,Aplausos paran presidente nome povo brasileiro voto votos tacama ladroeira imposição esquerda transformar ditadura esquerda voto,0.0,0.0
711,Evangélicos famí vos certeza mandando votar pedindo mandaria votar cidade estado família querido voto,0.0,0.0
712,Aplausos,0.0,0.0
713,pró voto,0.0,0.0
714,Total votos homenagem,0.0,0.75
715,jovens,0.0,0.0
716,década lutaram ditadura homenagem jovens há meses ruas lutando golpe homenagem,0.0,0.0
717,sindicalistas movimentos sociais sabem jogo governo figura,0.0,0.0
718,presidenta democracia voto deputado,0.0,0.0
719,Z deu votos vamos,0.0,0.0
720,mato seguid,0.0,0.0
721,Amazonas deputado senhor presidente constitucional necessário país precisa novo rumo família voto viv voto votos homenagem grande,0.0,0.0
722,brasileiro brola história,0.0,0.0
723,p legala democracia euo,0.0,0.0
724,presente Total votos senhor presidente pequena,0.0,0.75
725,curta Estrada política segunda vez deparo situação segunda,0.0,0.0
726,vez votar gestor cometeu improbidade administrativa primeira vez voto,0.0,0.0
727,Grosso voto tchau querida dioniso voto,0.0,0.0
728,Total votos,0.0,0.75
729,respeito querido povo respeito povo respeito povo brasileiro nome família voto senhor,0.0,0.0
730,presidente voto,0.0,0.0
731,Total votos temos país construir causa famílias causa morena linda voto voto votos ruas pedindo momento agricultores família voto votou total senhor presidente impit crime golpe presidente cometeu crime democracia voto,0.0,0.75
732,L Total votos senhor presidente casa,0.0,0.75
733,Resolveu tomar mandato eleito microfone referiu golpistas traidores canalhas canalhas canalhas homenagem defesa democracia,0.0,0.0
734,Estado maises povos indígenas quilombolas reforma agrária voto,0.0,0.0
735,Total votos chamar,0.0,0.75
736,Amazonas seguida primeiro,0.0,0.0
737,Presidente sabe excelência presido partido república,0.0,0.0
738,reunião executiva partido realizada forma democrática partido decidiu encaminhar voto respeito respeito colegas parlamentares quero comunicar casa renun mandato,0.0,0.0
739,Presidente Nacional entendo voto forma diferente voto,0.0,0.0
740,Presidente entendo pertence governo pertence pertence partido pertence voto pertence povo,0.0,0.0
741,Amazonas botou vida pública há anos vida pública orgulho povo,0.0,0.0
742,estado,0.0,0.0
743,Amazonas vota impo voto,0.0,0.0
744,S presente alred votou Total votos senhor presidente libertação povo brasileiro responsabilidade tenho mandato,0.0,0.75
745,Estado razão amor voto bisneto Amazonas vota,0.0,0.0
746,Total votos,0.0,0.75
747,Deputado senhor presidente família povo estado melhor reencontrar história voto lal votou Total votos deputada senhor presidente gostaria agradecer momento pedir misericórdia nação acho final noite vencidos vencedores quero lembrar frase juiz nomeado fazer favor justiça julgar leis voto,0.0,0.875
748,Amazonas voto totalizou votos,0.0,0.0
749,Deputado senhor presidente senhores,0.0,0.0
750,senhores deputados houve tentativa estado cidade clara parte adversários dito voto jogar povo deputados federais votados capital lado lado,0.0,0.0
751,Povo,0.0,0.0
752,homem aceito pressão lados voto voto povo voto,0.0,0.0
753,Aplausos,0.0,0.0
754,Amazonas voto votos rota senhor presidente voltem acreditar país justo decente ordeiro honesto democrático voto satisfação orgulho senhor presidente votou votos valne avelin nova chance reconhecendo legitimidade processo constitucional movendo voto,0.0,0.0
755,Aplausos votou totalizou votos,0.0,0.0
756,câmara prb senhor presidente reconstrução,0.0,0.0
757,unidade nação tentaram dividir amor carinho povo,0.0,0.0
758,Amazonas família amor voto,0.0,0.0
759,câmara prb votou totalizou votos estado seguida primeiro parlamentar neto senhor presidente gostaria cumprimentar nosos companheiros encontram assistem meios comunicação país dizer votando impeach m presidente estaremos votando pode ter certeza votarei mesma forma voto respeitando povo rondoniense respeitando povo brasileiro voto corrupção venha partido vier,0.0,0.0
760,Expedito votou Total votos senhor presidente senhor presidente homenagem presidente 4:52:04,0.0,0.75
761,partido homenagem rondia voto votou Total votos região família,0.0,0.75
762,respeito eleitores voto,0.0,0.0
763,Senor,0.0,0.0
764,Presidente votou Total votos gostaria domingo população brasileira assistindo gostaria votando projetos tirar respeito família,0.0,0.75
765,família,0.0,0.0
766,eleitores estado rol cidades campo votar presidente votou totalizou votos senhor presidente demonstrada existência crime responsabilidade corrupção estrutural sistêmica ofende probidade administração desgoverno favor rondonienses brasileiros voto dem votou totalizou votos dignidade sonhos resgate autoestima povo brasileiro voto futuro novas gerações povo rondó totalizou votos história consciência querida amada gratidão ministra tirou população sofrio,0.0,0.0
767,partido unificação,0.0,0.0
768,famílias partidos política famílias,0.0,0.0
769,mulheres voto,0.0,0.0
770,Presidente Aplausos,0.0,0.0
771,capichaba eleitores cidade cacau família evangélic estado futuro voto votou votos chamar seguida primeiro parlamentar baldir senhor presidente momento histórico vivo agradeço ter oportunidade ajudar povo limpar país mazelas corrupção feitos esposa filho filha família nação cidade acolheu ooto,0.0,0.0
772,Senor presente votou totalizou votos,0.0,0.0
773,céo senhor presidente querida entorno precisa ação governamental médicos brasileiros adud totalizou doente entendo suficientes prosseguimento voto votou totalizou votos,0.0,0.0
774,delegado fil delegado valir foge luta querida país,0.0,0.0
775,família,0.0,0.0
776,famílias pessoas voto foraa deleg votou,0.0,0.0
777,Total votos,0.0,0.75
778,presidente família filhos amando esposa pais estado futuro digo vivoa votou totalizou votos abençoe país momento difícil respeito posicionamento,0.0,0.0
779,partido atendendo apelo,0.0,0.0
780,Povo voto,0.0,0.0
781,Presidente goi,0.0,0.0
782,Total votos esperança retomada desenvolvimento país voto,0.0,0.75
783,partido Estado votou Total melhor decente futuro filhos fim corrupção fichas sujas querida estado voto senhor presidente votou Total votos senhor presidente abençoe país tenha nação defesa,0.0,0.75
784,Estado democrático direito corrupção impunidade violência insegurança defesa vida família família dignidade povo brasileiro votos senhor presidente disse relatório povo nov nova chance peç povo brasileiro trabalho respeite,0.0,0.0
785,partir Parlamento defendeu povo câmara deputados repúbl abraço solidariedade filha nascer sobrinha futuro crianças jovens país corretores seguros especial povo voto vivoa votou Total votos mofato nação livre trabalhadores querido,0.0,0.75
786,Estado querida confiaram eleitores puseram nome urna voto votos tem morar brasileiros tiveram sonhos frustrados estado goi filha crescer país melhor pai cresceu voto votou,0.0,0.0
787,Total votos,0.0,0.75
788,pmd relatório deputado ar expectativa confiança,0.0,0.0
789,crescimento socioeconômico,0.0,0.0
790,país voto admissibilidade,0.0,0.0
791,partido Estado votou votos total senhor presidente coerência mandatos casa segunda votando impítima mãe casa anos ausência pai família esposa filhos netos primeiro bisneto voto impeach palestra votou Total votos trabalhadores trabalhadoras defesa democracia justiça social voto consciente golpe,0.011111111111111112,0.5222222222222223
792,Total votos thgo,0.0,0.75
793,Presidente impeachment golpe democracia sólida possibilita impeachment impit primeiro passo pro resgate país fim retrocesso,0.0,0.0
794,estado esposa voto,0.0,0.0
795,Presidente votou Total votos passamos seguida primeiro distrito federal deputado senhor presidente votos tivesse votos daria salvar país corrupção ladroagem chama voto votou,0.0,0.75
796,Total votos,0.0,0.75
797,solidariedade senhor presidente respeito constituição brasileira ajudei escrever respeito opinião povo país voto corrupção dilapidação empresas estatais fundos pensão favor novo tempo votou Total votos Érica cocai tem saída democracia homenagem povo brasileiro carrega marcas ausência democracia pele corrupção sentada presidência sessão golpe traição defesa direitos defesa voto golpe voto,0.0,0.75
798,Deputado deputada,0.0,0.0
799,Érica cocai,0.0,0.0
800,Total votos deputado exci respeito,0.0,0.75
801,Constituição homenagem família,0.0,0.0
802,eleitores homenagem aniversário cidade anos capital,0.0,0.0
803,República,0.0,0.0
804,homenagem povo,0.0,0.0
805,5:08:53 brasileiro voto,0.0,0.0
806,Dilma impit votou Total votos,0.0,0.75
807,Deputado senhor presidente,0.0,0.0
808,Me desculpe partido mãezinha filhas neto voto comprometido votou Total votos senhor presidente pais cedo ensinaram irmão irmã vida homenagem ordenamento jurídico brasileiro permite ampla defesa,0.0,0.75
809,homenagem direito permite homenagem harmonia independência poderes fundamental,0.0,0.0
810,sistema homenagem povo recebe braços abertos,0.0,0.0
811,família voto senhor presidente estado votou Total prz senhor presidente medo ter esperança convicção ampara sessão povo brasileiro nação evangélica paz voto votou,0.0,0.75
812,Deputado,0.0,0.0
813,famílias voltem sonhar voltem acreditar geração emprego voltem acreditar país tem jeito voto votou,0.0,0.0
814,Total votos chamar estre chamaremos senhor presidente eleito,0.0,0.75
815,estado jurei respeitar honrar vontade eleitor respeito vontade voto senhor presidente prb votou,0.0,0.0
816,Total votos,0.0,0.75
817,respeito defesa,0.0,0.0
818,democracia povo brasileiro voto,0.0,0.0
819,Total votos,0.0,0.75
820,Deputado chegamos entra entra ren,0.0,0.0
821,Deputado,0.0,0.0
822,César messas,0.0,0.0
823,Total votos,0.0,0.75
824,querido estado pdist,0.0,0.0
825,acompanharam democracia futuro país filhos netos voto votou,0.0,0.0
826,Total votos deputada,0.0,0.75
827,senhor presidente quero agradecer agradecer pai mãe mostrou bom político anda lado povo voto estado voto votou,0.0,0.0
828,Total votos,0.0,0.75
829,respeito democracia respeito,0.0,0.0
830,soberania,0.0,0.0
831,voto brasileiros,0.0,0.0
832,respeito constituição lutando melhor recuar cair temer voto golpe senhor presidente deputado l votos senhor presidente contrário querem fazer crer eleição dá direito saquear país melhor esperança população novo futuro paraas novas,0.0,0.0
833,gerações voto favor família estado impitma roubalheira ros votou Total votos senhor presidente falar tentar aplicar golpe estado mínimo hipocrisia trabalhadora conseguiu colocar tem carteira assinada trabalhador conseguiu colocar filho universidade conseguiu colocar filho ras trabalhador rural recebeu energia elétrica casa fim hipocrisia voto,0.0,0.375
834,Presidente votos vamos seguida primeiro parlamentar família amigos melhor estado voto gaguim estado goi votou totalizou votos prb devolver esperança povo brasileiro povo estado toc cidade memória irmão ensinou combater corrupção voto prb votou totalizou votos senhor presidente confecção conhecendo municípios estado toosh meuo votou totalizou votos,0.0,0.0
835,Estado respeito democracia respe brasileiros presidente voto,0.0,0.0
836,Total votos senhor presidente legalidade moralidade retomada crescimento voto votou desculpe,0.0,0.75
837,votou totalizou votos,0.0,0.0
838,respeito,0.0,0.0
839,partido progressista respeito estado recuperação economia brasileira voto,0.0,0.0
840,votou Total votos professora cabra democracia tranquilidade consciência plena voto família professora votou pertence dei totalizou votos senhor presidente falar moralidade falar boa política fácil microfone gosto ver prática estado venho,0.0,0.75
841,Estado vezes história tivemos tristeza ver governos cado meio Mandato primeiro sinal governador caçado satisfeito corte segunda,0.0,0.0
842,vez temos gritaria respeito segunda vez afastado sei prática povo pras instituições,0.0,0.0
843,respeito voto popular respeito segurança,0.6,0.9
844,instituições voto,0.0,0.0
845,Deputado Total votos chamar segida primeiro parlamentar saqu estado querida família especial mulher momento luta vida votou senhor presidente saí cadeia ditadura anos fundar membro direção,0.0,0.75
846,Nacional,0.0,0.0
847,partido partido unanimidade apoiando voto pmd senhor presidente justo mudança retomada novo caminho Senor,0.0,0.0
848,Presidente amo brasileiros ruas matogrossenses voto votou votos nson,0.0,0.0
849,colegas deputados deputadas partidos chegou juízo final luta ano falando impeach ocorrer ilumine país pária unida vai dividir nome família cidade nome voto votou,0.0,1.0
850,Total votos nome família nome,0.0,0.75
851,estado detesta aup voto,0.0,0.0
852,dizia década daria votou Total votos,0.0,0.75
853,Deputado mora senhor presidente fez país democracia golpe voto,0.0,0.0
854,Deputado ságuas,0.0,0.0
855,Total votos,0.0,0.75
856,Deputado tampinha senhor presidente casa votei povo brasileiro povo honrado taqu dme sério honesto família,0.0,0.0
857,pai completa,0.0,0.0
858,anos,0.0,0.0
859,ano esposa neto filhos falecidos memória,0.0,0.0
860,Rodolfo rolan voto senhor presidente tampinha votou Total votos,0.0,0.75
861,Deputado valtenir cont partido pera calma calma senhor presidente senhor 5:24:15 presidente nobres pares votar acordo ordem jurídica chegar chegar plenário processo impeachment vice-presidente mesmo fundamento processo impeach adianto votar senhor presidente nobres,0.0,0.0
862,pares voto,0.0,0.0
863,Deputado valtenir,0.0,0.0
864,Total votos chamar seguida primeiro parlamentar senhor presidente tenho honra iniciar estado forte país respeito família honrar futuro filhas poder ter fé país trago representação maiores regiões país grande trago bandeira cidade é votamos impeachment presidente senhor presidente votou,0.0,0.75
865,Total votos brasileiros,0.0,0.75
866,Sao estado querida zona suot imped deputada,0.0,0.0
867,deputados deputadas trabalhadoras trabalhadores,0.0,0.0
868,ouvindo juventude democrática democracia jovem pode ferida morte voto popular,0.6,0.9
869,Presidente deputada votos,0.0,0.0
870,Presidente primeiro mandato filhos quiseram entrasse política maioria corintianos entrei decepção voto deput,0.0,0.0
871,Total votos prb senhor presidente aceitaria fazer parte golpe consciência processo seguiu princípios constitucionais voto abençoe votou,0.0,0.75
872,Total votos deputada senhor presidente,0.0,0.75
873,pares caminho curto garantir vontade popular representar povo brasileiro respeitar resultado eleições segurança processo garantido constituição defesa democracia defesa constitui defesa rua ruas defesa voto,0.6,0.9
874,Arlindo chinaglia,0.0,0.0
875,Total votos,0.0,0.75
876,Deputado,0.0,0.0
877,segunda,0.0,0.0
878,vez dúvida acompanhando aposentados pensionistas idosos querem vote maneira dúvida recuperação economia brasileira combater recessão garantir emprego trabalhadores desempregados voto analdo votos senhor presidente homenagem homenagem processo,0.0,0.0
879,Altivo firme decidido homenagear grande brasileiro,0.0,0.0
880,Presidente Nacional homenagear setor ativo inovador gerador renda setor agropecuário venha governo reconstrução nacional vença voto senhor presidente votou votos baleia dia devolvermos esperança povo brasileiro respeito respeito eleitores deram oportunidade abençoe país votou totalizou votos,0.0,0.0
881,membro mesa senhor presidente existe democrático fazendo segunda vez votando impit presidente administ tem relação política congresso naal precisamos recuperar tenho fazer prb voto,0.0,0.0
882,Total votos saquearam República resgataremos esperança povo brasileiro querida cidade,0.0,0.75
883,família,0.0,0.0
884,voto processo presidente,0.0,0.0
885,Aplausos,0.0,0.0
886,senhor presidente aprendi adversidades há atitudes possíveis enfrentar combater vencer vener venho dar voz paulistas pras ruas dizer voto,0.0,0.0
887,Total votos senhor presidente futuro filho família cidade região querida,0.0,0.75
888,Estado honestidade ética homenagem policiais militares deram vida,0.0,0.0
889,sociedade voto impeach,0.0,0.0
890,votou Total votos deputado brasileiros brasileiras decência sobreponha governo moralmente desonesto voto votou votos acumulados zaratini golpe defesa democracia defesa,0.0,0.75
891,direitos trabalhadores defesa direito,0.0,0.0
892,Aposentados defesa petróleo pral homenagem ocupou escola trabalhadores rua defesa voto deputado totalizando votos russumano senhor presidente estado estado deu honra deputado votado votos poderia forma forma fazer povo estado decepcionasse estado família brasileira família filhos geração filhos geração netos voto senhor presidente votou,0.0,0.0
893,Total votos deputado drir querido Presidente colegas representante representantes,0.0,0.75
894,Estado solidário população brasileira grandes dificuldades tem saúde santas casas fechando endividadas médicos enfermeiros passam dificuldades estudantes fiest comprometido bons estudantes consegue estudar setor desemprego sucro coleiro região setor gerou grande dificuldade decorrência fatores,0.0,0.0
895,acho temos darimo povo brasileiro nova esperança votamos simal vota,0.0,0.0
896,Total votos senhor presidente senhoras,0.0,0.75
897,senhores parares brasileiros,0.0,0.0
898,impun eup famí filhos pais ensinaram valores princípios especial terra natal brir aro senhores parlamentares celebrando constituição cidadã liberdades individuais povo ruas fortalecimento,0.0,0.0
899,instituições brasileiras região futuras gerações povo brasileiro pedindo abençoe país voto votou Total votos bolsonaro povo ruas revolucionários respeito votos estatuto desarmamento militares polícias família brasileira,0.0,0.75
900,Música bolsonaro votou votos proteção representando vale apoio juiz moro garotos lavato defesa valores liberdade respeito valores individuais voto pode ser favor impit votou votos corrupção país futuro filhas,0.0,0.0
901,Sofia brasileiros,0.0,0.0
902,pitman votou votos,0.0,0.0
903,Deputado senhor presidente momento silenciarmos voz coração ouvirmos voz vem ruas inundadas verde amarelo favor Oeste senhor presidente voto suplente ocasião votaria senhor presidente partido votou Total votos,0.0,0.75
904,Deputado pinato,0.0,0.0
905,senhores,0.0,0.0
906,senhores país escolheu bandeira vermelha viu errou quer verde amarelo ordem,0.0,0.0
907,Progresso povo vem vem queria nome família nome região,0.0,0.0
908,Estado,0.0,0.0
909,cidade natal votar registrar vu tivesse votaria forte independente corrupção pinato,0.0,0.0
910,5:39:40,0.0,0.0
911,votou Total votos,0.0,0.75
912,Deputado cumprindo obrigação constitucional legislador fiscalizador acolho denúncia juristas apresentada presidente fazendo julgamento político,0.0,0.0
913,Creio melhor,0.0,0.0
914,governo país sor senhor presidente respeito institucional tem excelência,0.0,0.0
915,Espero casa,0.0,0.0
916,tenha coerência fazer processo excelência progrida casa casa passado limpo estado honra família voto voto,0.0,0.0
917,Total votos pesaro,0.0,0.75
918,senhor presidente respeito eleitores respeito país justo humano solidário ético proteção grande arquiteto,0.0,0.0
919,universo pesaro suplente votamos impedimento presidente pésaro votou Total votos,0.0,0.75
920,Deputado nascimento,0.0,0.0
921,membro mesa pode votar mesa senhor presidente primeiro agradeço fato momento casa defesa nome família pensando futuro netos pensando brasileiros desempregados pensando pessoas nome esperanç povo evangélico eleitores esperança brasileiros voltem sonhar voltem sorrir voto impit obrigado votou,0.0,0.0
922,Total votos,0.0,0.75
923,Deputado liberdade igualdade fraternidade eleitores zonas sul filhos fabin,0.0,0.0
924,Deputado caruzo má voto senhor presidente votou Total votos senhor presidente senhoras,0.0,0.75
925,senhores legalidade responsabilidade serenidade respeito,0.0,0.0
926,família,0.0,0.0
927,amigos paulistas brasileiros voto senhor presidente votos votos passos querida cidade região família,0.0,0.0
928,confiaram voto voto simor,0.0,0.0
929,Presidente pass votou Total votos corrupto presidindo processo impeachment deveria primeiro impedido eleição temer vingar impit fraude deve evitada temer armação sacrificar trabalhadores vota abafar lava jato democracia golpe pessoal totalizando votos palavra diz justo governa povo alegra ímpio domina povo sofre fim governo injusto fazendo povo sofrer nação pai anos ensinou princípios palavra estado voto senhor presidente votou Total votos representando vontade majoritária cidade represento,0.0,0.75
930,Estado bem voto votou,0.0,0.0
931,Total votos deputado família,0.0,0.75
932,Vitor neto chegando guarulos voto,0.0,0.0
933,Música votou votos,0.0,0.0
934,Deputado mentor respeito,0.0,0.0
935,Constituição soberania popular defesa democracia mentor totalizando votos deputada,0.6,0.9
936,Senor,0.0,0.0
937,presidente nome querido filho ivot nome mulheres brasileiras emome milhares filhos violência direitos humanos declaro voto simota votou Total votos,0.0,0.75
938,Deputado luí senhor presidente deixando claro posicionamento início era houvessem novas eleições povo pudesse escolher futuro país sentimento dever obrigação representando eleitores colocaram primeiro mandato honrando confiança recebi nome família pais acompanhando mãe pai esposa filho traz nome senhor presidente voto filho votou votos vota deputada luí pessol deram vida democracia emponderamento mulheres voto deputada totalizando votos,0.0,0.0
939,Deputado Olímpio solidariedade covil bandidos farça posse,0.0,0.0
940,mãos,0.0,0.0
941,juiz,0.0,0.0
942,moro dizer entalado garganta brasileiros repetir vergonha vergonha vergonha votou votos,0.0,0.0
943,acumul,0.0,0.0
944,deputada pstb membra mesa votando mesa,0.0,0.0
945,fim quadrilha assaltou país pai sofreu naão dignidade pessoas,0.0,0.0
946,deficiência povo brasileiro 5:49:13 voto gabr votou votos,0.0,0.0
947,Deputado prb pai história filho anos guaruj,0.0,0.0
948,cidade adquirida machada,0.0,0.0
949,Santista claro voto,0.0,0.0
950,Presidente,0.0,0.0
951,Marcelo prb votou votos acumulados,0.0,0.0
952,Deputado senhor presidente acreditar Estado mãe ex-prefeito região voto presidente votou,0.0,0.0
953,Total votos,0.0,0.75
954,Deputado senhor presidente respeito brasileiros ruas pediram presidente representando voto partido votou Total votos lombarde senhor presidente votar senhor presidente famílias desesperadas emprego sustento famílias medo perder emprego desenvolvimento geração emprego nação brasileira,0.0,0.75
955,Estado consciência mãe memória,0.0,0.0
956,pai cidade,0.0,0.0
957,acreditado voto senhor presidente votou Total votos voto,0.0,0.75
958,Juventude brasileira esperança futuro melhor voto voto,0.0,0.0
959,Total votos,0.0,0.75
960,Deputado missionário senhor presidente quero primeiro lugar agradecer família amigos querida cidade,0.0,0.0
961,região,0.0,0.0
962,estado voto senhor,0.0,0.0
963,Música presidente missionário votou Total votos deputado senhor presidente relatório apresentado conciso atingiu objetivos é comissão aprovou cabe Consultei cidade pirunga estado partido nacional fechou questão conosco unanimidade brasileiro voto votou,0.0,0.75
964,Total votos,0.0,0.75
965,Deputado nilto presidente defesa,0.0,0.0
